sample_id,tic_id,label,n_sectors,flux_mean,flux_std,flux_median,flux_mad,flux_skew,flux_kurt,bls_period,bls_duration,bls_depth,bls_power,bls_snr,status,error
SAMPLE_004518,94405787,1,1,1.000022,0.007111099,1.0,0.0047650933,0.018253459,-0.046918392,8.362931465732867,0.3,0.005139615634970871,0.008545462411139178,2.940676613460935,success,
SAMPLE_000465,424391516,1,39,1.0007784,0.017479341,1.0,0.014855444,0.3535717,-0.9603975,14.223861930965482,0.3,0.004990126584729721,0.1507777549729973,7.5881474216987765,success,
SAMPLE_000930,162802770,1,4,1.0006796,0.0041734963,1.0,0.00327003,0.28597412,-0.8731234,13.360680340170084,0.3,0.004050829483258598,0.007088782825052835,4.208769118657138,success,
SAMPLE_003383,264979636,1,4,-3.9759798,8.217785,1.0,0.02032423,-1.0427078,-0.912076,13.72336168084042,0.3,13.649724971038495,40337.195721450735,5.568227649496898,success,
SAMPLE_002646,65949719,1,1,0.999901,0.009022434,1.0,0.006027341,-0.052746397,-0.014857531,3.4667333666833415,0.135,0.009742323869100747,0.02975518611513612,11.056789804503737,success,
SAMPLE_006085,229536616,0,1,0.99983305,0.0019279006,1.0,0.0010403097,-1.3343,4.1711087,3.9309654827413705,0.135,0.0066718347820729565,0.014043971187852364,12.048606316196288,success,
SAMPLE_006796,259701242,0,18,0.99957013,0.013236054,1.0,0.0062568784,0.42735094,-0.027857304,13.585542771385692,0.3,0.008787773499282657,0.22248511861819503,10.298915789111728,success,
SAMPLE_006528,294599100,0,1,1.0000244,0.0074985526,1.0,0.004989028,-0.032805555,0.21764183,2.4947473736868435,0.3,0.003854482387686713,0.01632045237297029,4.687584456829413,success,
SAMPLE_006471,89535068,0,3,1.0041715,0.007617615,1.0,0.0024347901,0.6145427,-1.4563775,14.920210105052526,0.3,0.005802469276944932,0.01454485667467241,3.248106637888175,success,
SAMPLE_005975,310483807,0,6,1.004556,0.007219381,1.0,0.0016288757,0.57388,-1.5819732,13.752376188094047,0.3,0.005571962154425988,0.09346627775469524,3.0359820863282754,success,
SAMPLE_002462,53593542,1,1,0.9998577,0.012808684,1.0,0.008509278,-0.082080424,0.09227824,1.0295147573786894,0.08,0.014393711863393695,0.11291252295748823,19.496176209292425,success,
SAMPLE_006162,470709084,0,1,0.9999956,0.0013198103,1.0,0.00089234114,-0.025731182,0.05888939,3.6625812906453223,0.105,0.0008586989539281374,0.00022231521388339914,10.413122953459387,success,
SAMPLE_003835,435871546,1,2,0.99994284,0.0040242905,1.0,0.0027239323,-0.08915238,0.01845622,4.924712356178089,0.27,0.0028155910004235857,0.00811781394602628,10.339577486823043,success,
SAMPLE_001480,103832313,1,1,0.99950653,0.029049609,1.0,0.01937902,-0.08697367,0.12811399,4.641820910455228,0.105,0.04941820999593464,0.46401030104843594,9.507761536140801,success,
SAMPLE_006166,269238073,0,12,1.000257,0.010673963,1.0,0.008737057,-0.17044435,-0.959028,14.630065032516258,0.3,0.00754996814560483,0.3136536095455611,5.070061766032118,success,
SAMPLE_006233,269892793,0,2,0.99940264,0.005620172,1.0,0.0032052994,-1.6418341,6.2702694,12.410455227613806,0.05,0.021191745494787213,0.04019356190186715,10.719241541158834,success,
SAMPLE_001937,161299119,1,1,0.99976933,0.005877484,1.0,0.003789872,-0.28335944,0.53145504,2.719609804902451,0.08,0.012328125792889846,0.04377101344281098,15.151967629146798,success,
SAMPLE_000278,321857016,1,10,1.0018435,0.025430202,1.0,0.010978699,-0.0213168,-0.5147095,6.9557278639319655,0.16,0.01092929086175488,0.22020496657873623,7.56711913343992,success,
SAMPLE_005946,106997505,0,1,1.0000136,0.00076961046,1.0,0.0005054176,0.11686231,0.31521845,1.3704352176088044,0.16,0.0002605166222221663,6.634185996883084e-05,5.170103522994351,success,
SAMPLE_000397,149990841,1,32,0.9667677,0.124537796,1.0,0.0064384937,-3.237811,8.58117,14.49224612306153,0.3,0.042544887753043784,14.808162004132114,5.148431404193581,success,
SAMPLE_006221,272625214,0,2,0.9780067,0.02565128,1.0,0.0052125454,-0.079457045,-1.9799234,14.231115557778889,0.3,0.022596992018025817,0.18076091308500375,5.028105441821134,success,
SAMPLE_002279,357801293,1,4,0.9951536,0.017399462,1.0,0.009633064,-0.71560174,-0.40242457,13.179339669834917,0.3,0.006930739450188845,0.03213551489936426,5.206958084722975,success,
SAMPLE_000968,96925186,1,3,0.9998629,0.006763348,1.0,0.0070871115,-0.19772303,-1.4131069,14.564782391195598,0.215,0.008879294333823111,0.011589754576399491,5.004644866898351,success,
SAMPLE_006567,304950588,0,1,1.000025,0.021919187,1.0,0.014711469,0.007886208,-0.01218009,7.427213606803401,0.135,0.02201148147138234,0.09423628407189406,7.261986786266999,success,
SAMPLE_007066,174143743,0,1,0.9999933,0.0011276272,1.0,0.0007523298,0.037840527,0.08845353,12.46848424212106,0.3,0.0007415079479940893,0.00011876415197869551,2.3186597715050263,success,
SAMPLE_006575,295413003,0,1,1.000005,0.006479138,1.0,0.004325211,0.0038631635,0.09982014,3.0387693846923463,0.16,0.004934948307410624,0.012529986262961307,10.745248018475335,success,
SAMPLE_006377,100267480,0,2,1.0025649,0.01377964,1.0,0.007916957,0.8037547,0.6860714,1.7621310655327664,0.3,0.014310572267398357,0.5218112355248581,12.701405656187159,success,
SAMPLE_003922,233465389,1,2,1.0011019,0.00455904,1.0,0.0036569834,0.25599778,-1.0533813,8.362931465732867,0.3,0.0048843386685069965,0.005153061073393302,2.34072817335211,success,
SAMPLE_004293,182405015,1,4,0.99292797,0.011462149,1.0,0.007532716,-0.11994317,-1.7315652,3.111305652826413,0.08,0.006553887606870302,0.036703716841400606,6.737161178092631,success,
SAMPLE_001773,193482096,1,6,0.99075246,0.032078307,1.0,0.020243645,-0.35155636,-1.3024907,13.9192096048024,0.3,0.022323029846538008,0.35480217500895184,8.939159090240695,success,
SAMPLE_006220,138017750,0,3,1.0011097,0.0034616666,1.0,0.0021727085,0.56599873,-0.84433985,2.45847923961981,0.3,0.0019394987168264936,0.010547681384290807,5.782741329250777,success,
SAMPLE_006450,224313733,0,7,0.999731,0.01263823,1.0,0.009383321,0.7433306,0.43192554,13.259129564782391,0.3,0.01214052133150989,0.3799772416417827,5.602813317400843,success,
SAMPLE_003557,55315929,1,2,1.0162125,0.018027894,1.0,0.0030943751,0.024956588,-1.9935515,12.570035017508754,0.3,0.01813238852685181,0.07101723895676075,2.7737420676573334,success,
SAMPLE_000932,152852327,1,5,0.9985835,0.0076746256,1.0,0.0065044165,-0.0792689,-0.9916477,13.730615307653826,0.3,0.008108555947981528,0.11341647224366792,3.570124495251904,success,
SAMPLE_006934,199162630,0,3,0.9945149,0.013551414,1.0,0.007932305,-0.4311088,-1.37961,6.977488744372186,0.215,0.008154921953111998,0.03291886227036726,5.03341078370963,success,
SAMPLE_002210,29418536,1,1,0.99992484,0.0063576587,1.0,0.0042257905,-0.13000502,0.16559744,3.2563781890945473,0.135,0.008500990866136881,0.02803953613398336,12.05993262067643,success,
SAMPLE_001184,458647887,1,2,1.0012884,0.003960777,1.0,0.0036245286,0.077852994,-1.5521449,6.426213106553276,0.215,0.0036637774610300076,0.004188058768592864,3.385980547683454,success,
SAMPLE_007111,33091633,0,2,0.99989164,0.002491478,1.0,0.001521796,-1.2080094,4.5450997,7.5215107553776885,0.215,0.00698163474403501,0.022665599020089314,10.58026338022736,success,
SAMPLE_006808,289316336,0,2,0.9998706,0.004310738,1.0,0.0037343502,-0.0013044007,-1.1208915,14.158579289644821,0.3,0.004049524347564525,0.003542107847367865,3.456995215062126,success,
SAMPLE_006081,358631536,0,5,1.0047109,0.013710368,1.0,0.011070609,0.53748703,-0.84765863,13.78864432216108,0.215,0.006908211874342913,0.02608083334589399,4.004423308824186,success,
SAMPLE_006455,400323948,0,2,1.0000243,0.0027891318,1.0,0.002016306,0.05029503,-0.33458614,3.22736368184092,0.19,0.0010334066561369485,0.0010188045683685346,3.0304894108792344,success,
SAMPLE_006717,157528286,0,1,0.9999964,0.0071922047,1.0,0.004829049,-0.00626094,0.075359106,1.86368184092046,0.3,0.005343355799240516,0.036003379959766615,9.135928460549106,success,
SAMPLE_006304,127315102,0,2,0.9972456,0.0038747343,1.0,0.0013000965,-0.24399057,-1.8511293,13.8104052026013,0.3,0.004948321640583826,0.00525222277408476,4.418140319709453,success,
SAMPLE_006709,369480087,0,3,0.9946478,0.064053394,1.0,0.042300195,-0.34396213,0.046756506,13.273636818409203,0.3,0.0671622831420945,0.9743268118015163,4.082663153209663,success,
SAMPLE_002271,463508231,1,3,0.9803147,0.034359355,0.99999994,0.008226514,-0.7092859,-1.3608346,14.695347673836919,0.215,0.048307017509095856,0.2613596093498985,7.029922286655541,success,
SAMPLE_006468,458856474,0,6,1.7343174,1.5839398,1.0,0.0048523843,1.7169352,0.9590368,14.42696348174087,0.3,0.6720170106848877,879.5043650105877,6.8913448864468885,success,
SAMPLE_005023,327093061,1,1,0.9998072,0.008256715,1.0,0.0053825974,-0.18987595,0.348269,3.532016008004002,0.135,0.012278949551386753,0.03671312860781948,7.189535990445378,success,
SAMPLE_004790,54962195,1,4,1.0007019,0.009890141,1.0,0.008682162,0.093858846,-1.0971222,13.28089044522261,0.3,0.0076028934748109175,0.025925089151411108,5.37542145736082,success,
SAMPLE_001102,310231275,1,3,1.0060122,0.011232985,0.99999994,0.0066381097,0.33214435,-1.6733949,13.273636818409203,0.3,0.011458423291176913,0.05671964058614736,3.9672154961835258,success,
SAMPLE_003468,27649847,1,7,1.0006492,0.035204213,1.0,0.021364868,0.53558904,-0.38343143,13.114057028514257,0.3,0.033579342306567485,0.3653334024362891,6.274303287787471,success,
SAMPLE_006131,377304435,0,3,1.0085934,0.016376458,1.0,0.004041314,0.81813574,-1.2026408,12.27263631815908,0.3,0.011095910282088884,0.06648438149360955,2.5259952305047566,success,
SAMPLE_006485,441334829,0,1,1.0000054,0.006345525,1.0,0.0042811036,-0.004819992,0.022423506,4.4459729864932465,0.135,0.006326674488814698,0.01156774811526401,9.51073284364098,success,
SAMPLE_000497,251848941,1,4,1.0007885,0.007880332,0.99999994,0.0025093555,1.0199194,1.2519698,12.432216108054027,0.3,0.01175137893777607,0.04446656003442467,6.130007313372629,success,
SAMPLE_006652,146836153,0,1,0.99991953,0.011857919,1.0,0.00794372,-0.13486844,0.28852177,2.327913956978489,0.05,0.02190776688854114,0.06911283600614296,13.597677767123288,success,
SAMPLE_000369,394657039,1,11,1.0002259,0.008990466,1.0,0.006190568,0.02780422,-0.27791286,1.2543771885942971,0.27,0.0018133722762488746,0.0638131187520733,9.652205991880539,success,
SAMPLE_006503,61117473,0,2,0.9999226,0.004313385,1.0,0.0028480291,-0.19867289,0.37361145,12.366933466733366,0.105,0.008613725734588969,0.011277833196669482,12.101072970879546,success,
SAMPLE_003208,405571798,1,2,1.0005946,0.041389592,1.0,0.03426218,0.026863286,-0.9422493,2.9589794897448725,0.135,0.02167598055734621,0.40900279988309346,7.192822022643599,success,
SAMPLE_003775,171646471,1,1,0.99983037,0.03800133,1.0,0.025630653,-0.032373946,0.108267546,1.3196598299149573,0.3,0.018013580630450787,0.5367049501126094,12.221506947844277,success,
SAMPLE_006201,370759867,0,2,1.0000618,0.0022209059,1.0,0.0013889074,0.12051256,0.5787623,11.663331665832915,0.135,0.0024327039612984055,0.00402131399877387,3.3055706478537616,success,
SAMPLE_003699,424112727,1,1,1.0000345,0.0072154095,1.0,0.004820645,0.013831198,0.09505558,1.0512756378189094,0.105,0.004319493354784039,0.014292045496989978,16.19809788943782,success,
SAMPLE_005788,11439959,1,1,0.9997701,0.011465707,1.0,0.0077061653,-0.091028966,0.08055544,3.619059529764882,0.16,0.011794246293215247,0.04799096474063244,8.199151859192634,success,
SAMPLE_001974,451566438,1,4,1.0000157,0.0048074746,1.0,0.0032459497,0.0055977954,0.025383472,7.492496248124062,0.08,0.005300588130037135,0.01129468627876481,18.980244951335237,success,
SAMPLE_004932,257467784,1,1,0.99995655,0.0066149975,1.0,0.0043781996,-0.058283843,0.30558562,13.933716858429214,0.135,0.012807619796536369,0.015993424673131456,4.955970723268539,success,
SAMPLE_006509,28873762,0,5,0.99882877,0.01756024,1.0,0.011623144,-0.30052897,-0.32303333,12.947223611805903,0.3,0.01800977715432868,0.14012009560018623,4.733765182314729,success,
SAMPLE_006587,39077574,0,1,1.0000632,0.008130104,1.0,0.0054474473,0.063031726,0.15995955,7.267633816908454,0.3,0.006364463729320665,0.009478497263470165,2.5953017570087358,success,
SAMPLE_006925,262781201,0,2,0.99245673,0.009400604,1.0,0.003362596,-0.030545413,-1.9722599,9.820910455227613,0.3,0.008241081538858618,0.02346477931335519,2.7282278859083573,success,
SAMPLE_007081,177722855,0,1,1.0000076,0.0014033734,1.0,0.00095558167,-0.0033154252,-0.037700653,2.3931965982991494,0.16,0.0009753921145771538,0.0005484762065438615,10.535593381927386,success,
SAMPLE_006784,133505138,0,2,1.0000068,0.0010481406,1.0,0.00070777535,0.08371639,0.018602133,1.015007503751876,0.3,0.00023959599708053383,0.0002770425230089152,6.359372501693045,success,
SAMPLE_006592,238162973,0,2,1.0100621,0.029479954,1.0,0.028515935,0.010651052,-1.6825454,13.28089044522261,0.3,0.030051513506384967,0.19506818822927863,2.466551948551798,success,
SAMPLE_006763,178959058,0,1,0.999998,0.00093204563,1.0000001,0.00062674284,0.014604843,0.06906128,1.036768384192096,0.3,0.00018698675799183395,8.810940011402762e-05,6.4392994777074515,success,
SAMPLE_000532,142381532,1,11,1.0006992,0.011885792,1.0,0.007636696,0.7990774,-0.043648005,14.463231615807903,0.3,0.009895607169623294,0.25822305979075333,8.366085921497362,success,
SAMPLE_004060,445392860,1,5,0.99971104,0.034266587,1.0,0.023034334,-0.054253105,0.041633844,2.3714357178589296,0.08,0.015448833229272643,0.3501236794300039,10.569629565386604,success,
SAMPLE_002965,40466976,1,4,1.0030202,0.0043446138,1.0,0.001972437,0.12122127,-1.8874489,12.983491745872936,0.3,0.0034221689649592073,0.029067298734179795,3.3926329810922113,success,
SAMPLE_003580,180987952,1,7,0.9974719,0.007228824,1.0,0.0057799816,-0.15961224,-1.6667312,11.561780890445222,0.3,0.003021566248489928,0.034460666361103946,3.044122714960754,success,
SAMPLE_006654,45684223,0,2,1.0002174,0.009718261,1.0,0.007434845,0.06128875,-0.5938182,14.020760380190094,0.3,0.010122568440794438,0.03811749776394712,4.323643642783382,success,
SAMPLE_004902,438376091,1,2,1.008719,0.018779475,1.0,0.017167568,0.04698776,-1.7616417,14.985492746373186,0.3,0.018549312617828308,0.07363247769909984,3.721691229625359,success,
SAMPLE_000488,368435330,1,3,1.0026255,0.0073804953,1.0,0.0009188652,2.131097,2.749024,13.447723861930966,0.3,0.0036568168034360323,0.020051777546271236,4.087813963226896,success,
SAMPLE_006799,99330090,0,2,0.989042,0.014949295,0.99999994,0.0059129,-0.14902176,-1.8783792,13.882941470735368,0.3,0.016523155907969447,0.058971171130358185,3.5021300859381994,success,
SAMPLE_004889,202869426,1,1,0.99973583,0.029829105,1.0,0.019961953,-0.10353252,0.115825176,2.45847923961981,0.08,0.029800636588081075,0.2286800698216307,8.399007042687055,success,
SAMPLE_006627,286696848,0,2,0.9786054,0.03096961,1.0,0.011089206,-0.26458436,-1.8177975,12.918209104552275,0.3,0.035226878324491236,0.3685570880770876,3.868406762698191,success,
SAMPLE_006623,354151219,0,1,1.0000045,0.0024993077,1.0,0.0016907454,0.045197148,0.08253074,3.5610305152576287,0.105,0.001484976239678215,0.0005865710790207545,9.19297297380168,success,
SAMPLE_006653,374847873,0,1,0.99986917,0.007680752,1.0,0.0051317513,-0.09794817,0.109152794,2.0305152576288146,0.3,0.006550475591554552,0.06487800047903455,9.590088460553737,success,
SAMPLE_005958,140706664,0,2,1.0001006,0.0033126555,1.0,0.0020333529,0.3937989,2.8345895,3.2926463231615806,0.105,0.0016626761493988992,0.003653276148636205,9.326092376436836,success,
SAMPLE_006092,164150539,0,2,1.0000318,0.0026501475,1.0,0.0016571283,0.14282748,0.7595978,6.165082541270635,0.08,0.0011208674479991616,0.0012651382428360424,3.6683443336736263,success,
SAMPLE_001461,168449943,1,2,1.0301384,0.076628245,1.0,0.066666484,0.12500471,-1.5670524,4.844922461230615,0.3,0.04397977969487515,2.14795244494183,4.89241095587336,success,
SAMPLE_006622,382474101,0,2,0.9993369,0.003470079,1.0,0.0021909475,-1.1194675,1.6747079,1.3269134567283642,0.27,0.003119049850982251,0.031938573487071416,11.977022504391902,success,
SAMPLE_003190,446463666,1,2,1.0284638,0.053932678,1.0,0.04669574,0.040602565,-1.8149921,13.585542771385692,0.3,0.04620364195252599,0.757845668035413,5.682336669156458,success,
SAMPLE_001736,99097200,1,2,0.9950399,0.01733211,1.0,0.0143380165,-0.22882217,-1.2526371,14.434217108554277,0.3,0.021099337400553884,0.09615932036836099,4.567913309539584,success,
SAMPLE_002687,271169413,1,3,0.9886556,0.018502908,1.0,0.006603956,-0.42522272,-1.7219563,14.397948974487242,0.3,0.019267408731669877,0.09150894417099086,4.61111355177218,success,
SAMPLE_006901,23113034,0,2,0.9984775,0.002972537,1.0,0.0027948618,-0.0073969346,-1.8868715,14.006253126563282,0.3,0.003094305819547718,0.002068141357055565,2.814404249931521,success,
SAMPLE_006533,372596796,0,1,0.9998494,0.0054047448,1.0,0.0034843981,-0.26861542,0.55878186,3.5392696348174084,0.105,0.011380336778437417,0.0330255766236171,12.106320002551065,success,
SAMPLE_006904,277987172,0,1,0.99995375,0.0052504092,1.0,0.0034898818,-0.037585117,0.026425838,6.404452226113056,0.135,0.0040733637083780975,0.002414178471556472,6.0757874335196265,success,
SAMPLE_002100,383299778,1,3,0.99530727,0.027376715,1.0,0.027714998,-0.10598988,-1.4492719,14.107803901950975,0.3,0.03572312531875654,0.2756466034285503,4.817374861530746,success,
SAMPLE_006516,40779013,0,2,0.9879755,0.022216812,1.0,0.016847014,-0.05616021,-1.850236,14.303651825912956,0.3,0.024302932358568067,0.12757662458462912,4.201638504444337,success,
SAMPLE_006565,306547699,0,1,0.99989754,0.03820357,1.0,0.025337249,-0.039132524,0.1058445,2.6978489244622312,0.19,0.04418590938122305,1.216341828227843,11.229854424109678,success,
SAMPLE_000695,101721385,1,7,1.0032918,0.008925442,1.0,0.009632409,-0.00043385057,-1.2637343,10.37943971985993,0.215,0.008029752569205623,0.1099009209169813,3.7191689059673205,success,
SAMPLE_006426,120585579,0,2,0.9995464,0.005540585,1.0,0.0029235482,-1.7342353,6.7114105,6.331915957978989,0.16,0.01422298620026174,0.06918432106686988,8.573297849428597,success,
SAMPLE_005870,210904767,1,3,1.0003303,0.0061567654,1.0,0.006693244,-0.28756115,-1.3877115,14.339919959979989,0.27,0.006027838747582443,0.008556854812194653,5.229738448896331,success,
SAMPLE_007021,119081096,0,2,0.999779,0.0063016866,1.0,0.0049244165,-0.075079486,-0.7136247,12.838419209604801,0.3,0.005809271205462809,0.007272614682772461,3.0661544944270744,success,
SAMPLE_006055,287190564,0,2,0.9956874,0.0073022116,1.0,0.0044792295,-0.15477745,-1.7882568,14.593796898449224,0.3,0.00853208580241389,0.01572404143818658,3.8032080931243972,success,
SAMPLE_006630,327210623,0,1,0.99997777,0.01088281,1.0,0.007363081,-0.045841724,0.05406761,2.1393196598299147,0.16,0.006875199308286155,0.025855795944176155,8.580661645608426,success,
SAMPLE_001038,52976395,1,1,1.0000125,0.0043597096,1.0,0.0029361844,0.023789844,0.07426906,0.8989494747373687,0.3,0.0009673594979813679,0.0021429462721866102,3.9066929583633683,success,
SAMPLE_007038,260476837,0,23,1.0035264,0.029825637,1.0,0.023068994,0.06287521,-0.9459846,13.396948474237119,0.3,0.012369079464475217,0.713947092705212,8.833522084470681,success,
SAMPLE_007073,380886535,0,4,1.0040306,0.011210268,1.0,0.0042836666,1.0141242,-0.3899784,14.071535767883942,0.3,0.007968159349183088,0.0274283553948367,2.8446981157318607,success,
SAMPLE_006723,192520375,0,1,0.999961,0.005702899,1.0,0.0038467646,-0.080300234,0.081775665,0.9134567283641821,0.08,0.004346820688438584,0.013207500218108945,16.620226153327994,success,
SAMPLE_000499,251848941,1,4,1.0007885,0.007880332,0.99999994,0.0025093555,1.0199194,1.2519698,12.432216108054027,0.3,0.01175137893777607,0.04446656003442467,6.130007313372629,success,
SAMPLE_003584,193765661,1,3,1.0144458,0.031928144,1.0,0.015239686,0.57447946,-1.4874781,14.354427213606803,0.215,0.023343458686639805,0.16946920673446125,3.451323214075112,success,
SAMPLE_000876,319473643,1,3,0.9979092,0.03353742,1.0,0.022952318,0.08725071,-0.6003914,3.503001500750375,0.3,0.04218478011891328,3.7183815801565774,9.216318252080343,success,
SAMPLE_003702,356682805,1,3,1.0201688,0.038940746,1.0,0.011643857,0.7109958,-1.2859386,13.96273136568284,0.3,0.03223752796065708,0.4489595462941114,3.0691857138973324,success,
SAMPLE_007085,133654092,0,2,1.0102988,0.014052634,1.0,0.004524201,0.20345144,-1.8970119,15.0,0.3,0.013814115733042621,0.04036050132226694,2.6465431469067835,success,
SAMPLE_000221,269701147,1,47,0.9965418,0.012700991,1.0,0.010405302,-0.36071673,-0.6526849,7.086293146573286,0.3,0.0024451149587962446,0.2690483794521357,6.14495500682297,success,
SAMPLE_006360,61980227,0,1,1.0000077,0.0034445343,1.0,0.002262473,-0.17701527,0.6884217,3.0967983991995998,0.05,0.008312773313594719,0.006219198014689126,11.53134790217225,success,
SAMPLE_002185,50989813,1,1,0.9999815,0.006440732,1.0,0.004350245,-0.038315706,-0.04834342,0.891695847923962,0.3,0.001072208300964358,0.002741294262646319,2.971960427079272,success,
SAMPLE_004445,9441591,1,2,1.0088313,0.019916665,1.0,0.015773118,0.17778592,-1.6096228,7.80440220110055,0.3,0.018485763480292836,0.11106012172103169,3.0399613091359554,success,
SAMPLE_006963,370877263,0,2,1.0000647,0.002202711,1.0,0.0013736486,0.21462008,0.8399997,1.6170585292646322,0.3,0.0005343882879404029,0.0035949085481409137,7.443941203864205,success,
SAMPLE_001015,231071138,1,1,0.9999529,0.0031827586,1.0,0.0021336079,-0.041903846,0.120991945,9.421960980490244,0.135,0.0036960526552828467,0.0017349222642891694,5.193038768598916,success,
SAMPLE_004740,302453291,1,1,0.99997,0.0036247945,1.0,0.002423197,-0.07596972,0.09740853,4.467733866933466,0.27,0.0030279376100714296,0.00456586627290157,7.911404131571448,success,
SAMPLE_006167,355636844,0,4,1.006041,0.011621842,1.0,0.0068514943,0.30085734,-1.5815027,14.289144572286142,0.3,0.009998383218864332,0.1509511771568145,2.1272923342864147,success,
SAMPLE_006888,258557847,0,1,1.0000947,0.0021981597,1.0,0.0017295182,0.101255395,-0.7738428,1.646073036518259,0.3,0.0029083581605069395,0.010031836967087749,10.826599118330885,success,
SAMPLE_006563,339250695,0,2,0.99856395,0.011787901,1.0,0.008995771,-0.24305025,-0.7195034,13.288144072036017,0.3,0.014573755454221432,0.04587717917652097,3.832649283598918,success,
SAMPLE_003008,176797879,1,2,1.0000077,0.0012632419,1.0,0.00084614754,0.05112084,0.10276055,13.143071535767884,0.105,0.00071549048430188,5.8103672859862157e-05,5.443929948411163,success,
SAMPLE_002955,454038613,1,2,1.0000123,0.0015771833,1.0,0.0012027025,0.012319623,-0.58411574,13.8104052026013,0.3,0.001875161234004407,0.000759505605158793,5.3245294817133235,success,
SAMPLE_006158,376682699,0,2,0.99980354,0.0037444157,1.0,0.0034484267,-0.012452988,-1.4354604,12.120310155077538,0.215,0.004357930064290306,0.002953186716235646,3.4324587084817826,success,
SAMPLE_006532,392112968,0,2,0.9999658,0.033675216,1.0,0.028374016,0.028306527,-0.9790168,12.192846423211606,0.215,0.021789164237760623,0.14741536407492306,3.675521866487867,success,
SAMPLE_006699,408159788,0,2,0.99943626,0.0042652776,1.0,0.004031539,-0.002411817,-1.5846817,13.781390695347673,0.3,0.004418208285718768,0.004216441922494698,3.2631392113107203,success,
SAMPLE_004527,210441429,1,1,0.9997322,0.003600827,1.0,0.0020856261,-0.85538894,1.9743505,2.407703851925963,0.135,0.008889078299493846,0.03844114438157002,14.203694746071909,success,
SAMPLE_004564,202087931,1,1,0.9999856,0.0063930447,1.0,0.00422436,-0.08140474,0.25589013,9.857178589294646,0.16,0.01038824452151801,0.018399613932723748,7.172780373718052,success,
SAMPLE_004177,27863043,1,2,1.0000268,0.0019503776,1.0,0.0012120008,0.116983056,0.67018557,7.492496248124062,0.245,0.0006200820592862336,0.0007115205073401381,4.399284649659551,success,
SAMPLE_007087,268371979,0,1,0.99998385,0.0015433425,1.0,0.0010273755,-0.07631078,0.13159561,2.7848924462231115,0.08,0.0018475395763050408,0.0008823645426344664,5.8745520644795315,success,
SAMPLE_006347,17416749,0,2,1.0022254,0.0033040354,1.0,0.0012217164,0.27233022,-1.822434,10.734867433716857,0.3,0.0029615427833142418,0.002841718352997816,2.4807728233041613,success,
SAMPLE_006006,129319156,0,2,1.0000331,0.0035722444,1.0,0.0021969378,0.17212841,0.87333894,4.721610805402701,0.3,0.0009916854211749525,0.004434330845340382,4.042973988624495,success,
SAMPLE_006798,159334269,0,3,0.99981546,0.007832867,1.0,0.0052171946,-0.11665455,0.16097927,3.4739869934967484,0.05,0.005564474550720849,0.011502894565017829,13.779959981930562,success,
SAMPLE_006482,290302097,0,3,0.99932444,0.007834347,1.0,0.0056444407,-0.2094368,-0.434968,13.179339669834917,0.3,0.003969618528689852,0.008288640284505154,3.6453270443658665,success,
SAMPLE_001089,186936449,1,2,1.0009024,0.0032073108,1.0,0.0026876926,0.16509892,-1.2515566,12.794897448724361,0.3,0.003274260195505704,0.003473532664230868,4.290331333688257,success,
SAMPLE_006636,412257781,0,2,0.97792345,0.034320388,1.0,0.016382694,-0.20948675,-1.8152858,7.311155577788894,0.3,0.02189531981179898,0.2634330637986958,4.130136008193831,success,
SAMPLE_004888,445370101,1,1,0.9999474,0.0048320317,1.0,0.0032292604,-0.08673653,0.105769396,3.6625812906453223,0.19,0.004857124700595158,0.007431373012496456,4.233160848119217,success,
SAMPLE_006779,389371332,0,11,1.0077566,0.023034107,1.0,0.009478629,1.2572509,0.3038671,15.0,0.3,0.012667142196373283,0.24277067152321166,9.289013030956982,success,
SAMPLE_005027,321258259,1,2,0.99425,0.021105735,1.0,0.0184381,-0.14613816,-1.3549532,11.996998499249624,0.3,0.023485401084954907,0.17732784661496617,3.9371616638795395,success,
SAMPLE_003622,252928337,1,2,1.002354,0.023424866,0.99999994,0.020410895,0.07319071,-1.170042,13.070535267633817,0.3,0.024778370629053238,0.13261701262263728,3.1144997549113547,success,
SAMPLE_006950,353586703,0,1,0.999979,0.0040564016,1.0,0.0027213693,-0.038758863,0.12888145,3.0025012506253126,0.05,0.005584365706558457,0.003913735113245559,13.48843163790814,success,
SAMPLE_001537,73082014,1,1,0.9997578,0.009341663,1.0,0.0061656237,-0.21052538,0.33196306,3.2708854427213607,0.105,0.016263321606735846,0.08701906216607581,13.426313662286038,success,
SAMPLE_007045,294780517,0,30,0.99703366,0.025599912,1.0,0.01753676,-0.34658605,-0.22507453,14.260130065032516,0.3,0.008003424807877715,0.2855243095812335,7.319785523405909,success,
SAMPLE_006921,129107501,0,1,0.9994435,0.0048776376,1.0,0.0021547377,-2.415421,9.164198,3.655327663831916,0.135,0.020040509111875607,0.1228963336717298,11.694823758934323,success,
SAMPLE_003403,462808933,1,1,0.99988204,0.004562544,1.0,0.0029675364,-0.21293266,0.40103126,4.279139569784892,0.19,0.006928474167047375,0.01795340410200761,7.630546879516212,success,
SAMPLE_006764,443658196,0,1,0.9999852,0.0034164516,1.0,0.002287984,-0.031200305,0.10039234,4.511255627813907,0.19,0.00302782695047624,0.002649475716146742,8.188095384062128,success,
